0.4989134910576511
0.0000000000,0.0910799926,1.9599639845,0.0500000000
0.0000000000,1.5269868824,1.9599639845,0.0500000000
0.08247543969330573
1.0000000000,2.5436552198,1.9599639845,0.0500000000
0.0000000000,0.7293628546,1.9599639845,0.0500000000
0.0000000000,0.0019037352,0.0023099552,0.0500000000
0.0000000000,0.0011340317,0.0016333850,0.0500000000
0.0000000000,0.0016107307,0.0016333850,0.0500000000
0.0000000000,0.0011927541,0.0016333850,0.0500000000
0.0000000000,0.0010308835,0.0016333850,0.0500000000
0.0000000000,0.0000774383,0.0016333850,0.0500000000
1.0000000000,0.0019546713,0.0016333850,0.0500000000
0.0000000000,0.0000405949,0.0016333850,0.0500000000
0.0000000000,0.0008812025,0.0016333850,0.0500000000
0.0000000000,0.0006450679,0.0016333850,0.0500000000
0.0000000000,0.0001558270,0.0016333850,0.0500000000
0.0000000000,0.0001726009,0.0007304391,0.0500000000
0.0000000000,0.0002937226,0.0005164984,0.0500000000
0.0000000000,0.0000554433,0.0005164984,0.0500000000
0.0000000000,0.0001909922,0.0005164984,0.0500000000
0.0000000000,0.0003236170,0.0005164984,0.0500000000
0.0000000000,0.0001490257,0.0005164984,0.0500000000
0.0000000000,0.0001315205,0.0005164984,0.0500000000
0.0000000000,0.0003012646,0.0005164984,0.0500000000
0.0000000000,0.0000963915,0.0005164984,0.0500000000
0.0000000000,0.0002408500,0.0005164984,0.0500000000
0.0000000000,0.0000699852,0.0005164984,0.0500000000
0.0000000000,1063.6000000000,1073.6426506574,0.0500000000
0.0000000000,1012.7600000000,1073.6426506574,0.0500000000
