0.49894943599440156
0.0000000000,0.1116820580,1.9599639845,0.0500000000
0.0000000000,1.5786839704,1.9599639845,0.0500000000
0.08237576846189604
1.0000000000,2.4611052176,1.9599639845,0.0500000000
0.0000000000,0.6719098366,1.9599639845,0.0500000000
0.0000000000,0.0018419527,0.0023099552,0.0500000000
0.0000000000,0.0004092814,0.0016333850,0.0500000000
1.0000000000,0.0018056292,0.0016333850,0.0500000000
0.0000000000,0.0006468891,0.0016333850,0.0500000000
0.0000000000,0.0006607366,0.0016333850,0.0500000000
1.0000000000,0.0018230145,0.0016333850,0.0500000000
0.0000000000,0.0010094968,0.0016333850,0.0500000000
0.0000000000,0.0007257360,0.0016333850,0.0500000000
0.0000000000,0.0000000698,0.0016333850,0.0500000000
0.0000000000,0.0001961613,0.0016333850,0.0500000000
0.0000000000,0.0000739111,0.0016333850,0.0500000000
0.0000000000,0.0001590049,0.0007304391,0.0500000000
0.0000000000,0.0003114861,0.0005164984,0.0500000000
0.0000000000,0.0002113586,0.0005164984,0.0500000000
0.0000000000,0.0001298020,0.0005164984,0.0500000000
0.0000000000,0.0000044351,0.0005164984,0.0500000000
0.0000000000,0.0000181104,0.0005164984,0.0500000000
0.0000000000,0.0003295400,0.0005164984,0.0500000000
0.0000000000,0.0000664199,0.0005164984,0.0500000000
0.0000000000,0.0000736817,0.0005164984,0.0500000000
0.0000000000,0.0001485516,0.0005164984,0.0500000000
0.0000000000,0.0001783803,0.0005164984,0.0500000000
0.0000000000,1062.8000000000,1073.6426506574,0.0500000000
0.0000000000,1010.7400000000,1073.6426506574,0.0500000000
